BoilerID,BoilerType,Capacity,ImprovementTech,LifeTime,FuelName,FuelType,Burner,steam_productivity_bef,steam_pressure_bef,feedwater_rate_bef,feedwater_temp_bef,TDS_feed_bef,TDS_blowdown_bef,blowdown_bef,steam_productivity_aft,steam_pressure_aft,feedwater_rate_aft,feedwater_temp_aft,TDS_feed_aft,TDS_blowdown_aft,blowdown_aft,FuelFlowRate_bef[kg/hr],HHV_DB_bef[kJ/kg],L1LHV_bef,L2LHV_bef,L3LHV_bef,L4LHV_bef,L5LHV_bef,L6LHV_bef,L1HHV_bef,L2HHV_bef,L3HHV_bef,L4HHV_bef,L5HHV_bef,L6HHV_bef,FuelFlowRate_pot[kg/hr],HHV_DB_pot[kJ/kg],L1LHV_pot,L2LHV_pot,L3LHV_pot,L4LHV_pot,L5LHV_pot,L6LHV_pot,L1HHV_pot,L2HHV_pot,L3HHV_pot,L4HHV_pot,L5HHV_pot,L6HHV_pot,FuelFlowRate_aft[kg/hr],HHV_DB_aft[kJ/kg],L1LHV_aft,L2LHV_aft,L3LHV_aft,L4LHV_aft,L5LHV_aft,L6LHV_aft,L1HHV_aft,L2HHV_aft,L3HHV_aft,L4HHV_aft,L5HHV_aft,L6HHV_aft,me_o2_bef,me_tg_bef,me_co_bef,me_o2_aft,me_tg_aft,me_co_aft,L1_toe_pot,L2_toe_pot,L3_toe_pot,L4_toe_pot,L5_toe_pot,L6_toe_pot,L1_save_pot,L2_save_pot,L3_save_pot,L4_save_pot,L5_save_pot,L6_save_pot,L1_inv_pot,L2_inv_pot,L3_inv_pot,L4_inv_pot,L5_inv_pot,L6_inv_pot,L1_toe_aft,L2_toe_aft,L3_toe_aft,L4_toe_aft,L5_toe_aft,L6_toe_aft,L1_save_aft,L2_save_aft,L3_save_aft,L4_save_aft,L5_save_aft,L6_save_aft,L1_inv_aft,L2_inv_aft,L3_inv_aft,L4_inv_aft,L5_inv_aft,L6_inv_aft,s2_fueltype,s2_fts_bef,s2_qts_bef,s2_qtstoe_bef,s2_cts_bef,s2_c_bef,s2_pb_bef,s2_fts_aft,s2_qts_aft,s2_qtstoe_aft,s2_cts_aft,s2_c_aft,s2_pb_aft,s8_fueltype,s8_fts_bef,s8_qts_bef,s8_qtstoe_bef,s8_cts_bef,s8_c_bef,s8_pb_bef,s8_fts_aft,s8_qts_aft,s8_qtstoe_aft,s8_cts_aft,s8_c_aft,s8_pb_aft,s9_fueltype,s9_fts_bef,s9_qts_bef,s9_qtstoe_bef,s9_cts_bef,s9_c_bef,s9_pb_bef,s9_fts_aft,s9_qts_aft,s9_qtstoe_aft,s9_cts_aft,s9_c_aft,s9_pb_aft,IndirectEFF_LHV_bef_[%],IndirectEFF_HHV_bef_[%],IndirectEFF_LHV_pot_[%],IndirectEFF_HHV_pot_[%],IndirectEFF_LHV_aft_[%],IndirectEFF_HHV_aft_[%]
19202-0003-2,fire tube,10.0,นำคอนเดนเสทกลับมาใช้,6.0,ก๊าซชีวภาพ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,8.90,5745.17,91.50,10.00,850.00,67.59,,8.90,5780.00,91.50,10.00,850.00,67.59,940.49,20150.00,15.73,0.0,0.04,0.0,0.22,0.14,24.95,0.0,0.03,0.0,0.2,0.12,940.49,20150.00,10.01,0.0,0.0,0.0,0.22,0.14,19.85,0.0,0.0,0.0,0.2,0.12,940.49,20150.00,12.04,0.0,0.03,0.0,0.22,0.14,21.66,0.0,0.02,0.0,0.2,0.12,10.60,196.20,54.00,7.12,196.20,56.00,199.33,0.00,1.39,0.00,0.00,0.00,159541.84,0.00,1115.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.57999999999998,0.00,0.36,0.00,0.00,0.00,105318.12999999999,0.00,285.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,83.86999999999999,74.69999999999999,89.63,79.83,87.57000000000001,78.0
10420-1015-2,water tube,45.0,,3.0,เส้นใยปาล์ม,Solid,  overfeed stoker (Vibrating Grate Stoker),40380.00,43.00,40783.00,100.00,25.00,1450.00,72.00,40380.00,43.00,40380.00,100.00,25.00,1450.00,72.00,13125.00,16696.00,7.49,0.74,2.02,0.32,0.39,0.03,20.27,0.72,1.96,0.31,0.38,0.03,13125.00,16696.00,4.51,0.74,0.22,0.32,0.39,0.03,17.39,0.72,0.21,0.31,0.38,0.03,13125.00,16696.00,7.49,0.74,0.29,0.32,0.39,0.03,20.27,0.72,0.28,0.31,0.38,0.03,9.27,178.35,5301.89,8.40,187.50,835.63,569.49,0.00,343.99,0.00,0.00,0.00,2290593.99,0.00,1383580.26,0.00,0.00,0.00,5000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.98,0.00,0.00,0.00,0.00,0.00,1371499.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,89.01000000000002,76.33000000000001,93.79,80.96000000000001,90.74000000000001,78.01
29309-1052-1,fire tube,4.2,"Economizer, นำคอนเดนเสทกลับมาใช้",8.0,Natural Gas,Gas, แบบผสมกันภายในหัวเผา (Nozzle-mix burner) ,0.00,6.00,456.95,44.20,140.00,595.00,107.51,393.02,4.80,439.71,64.60,1236.00,11640.00,46.69,24.23,47794.41,11.6,0.0,0.0,0.0,0.65,3.43,22.0,0.0,0.0,0.0,0.57,3.03,24.23,47794.41,8.54,0.0,0.0,0.0,0.65,0.58,19.3,0.0,0.0,0.0,0.57,0.51,25.59,47794.41,8.82,0.0,0.01,0.0,1.44,1.11,19.55,0.0,0.01,0.0,1.27,0.98,7.30,191.60,15.00,2.57,193.22,35.32,1.39,0.00,0.00,0.00,0.00,1.30,26375.409999999996,0.00,0.00,0.00,0.00,24565.38,0.00,0.00,0.00,0.00,0.00,0.00,1.28,0.00,-0.00,0.00,-0.37,1.08,24423.309999999998,0.00,-87.85,0.00,-6940.47,20382.14,0.00,0.00,0.00,0.00,0.00,0.00,ก๊าซธรรมชาติ,133.72,0.005,0.13,"2,527.48",0.00,0.00,217.63,0.009000000000000001,0.21,"4,113.19",0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,84.32,74.4,90.23,79.62,88.62,78.19
17099-0008-1,fire tube,10.0,นำคอนเดนเสทกลับมาใช้,15.0,บิทูมินัส,Solid,  Circulating fluidized bed,3612.50,9.60,3800.00,127.00,150.00,3200.00,178.12,3650.00,9.60,3800.00,127.00,150.00,3200.00,178.12,536.75,23906.69,24.26,0.0,0.39,0.45,0.38,0.36,30.74,0.0,0.36,0.43,0.35,0.34,536.75,23906.69,21.1,0.0,0.33,0.45,0.38,0.36,27.76,0.0,0.31,0.43,0.35,0.34,536.75,23906.69,17.35,0.0,0.26,0.45,0.38,0.36,24.23,0.0,0.25,0.43,0.35,0.34,13.20,210.00,338.00,10.20,210.00,320.00,77.23,0.00,1.47,0.00,0.00,0.00,401219.6,0.00,7618.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,160.82,0.00,3.03,0.00,0.00,0.00,835373.86,0.00,15716.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,74.16,67.78,77.38000000000001,70.80999999999999,81.2,74.39999999999999
24109-0005-1,fire tube,6.5,นำคอนเดนเสทกลับมาใช้,27.0,น้ำมันเตาซี,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,2044.89,6.50,2072.97,75.00,42.00,3100.00,28.08,,6.50,2110.00,75.00,42.00,3100.00,28.08,144.98,43192.79,8.16,0.0,0.02,0.0,0.66,0.17,13.18,0.0,0.02,0.0,0.63,0.16,144.98,43192.79,6.46,0.0,0.02,0.0,0.66,0.17,11.57,0.0,0.02,0.0,0.63,0.16,144.98,43192.79,7.1,0.0,0.02,0.0,0.66,0.17,12.17,0.0,0.02,0.0,0.63,0.16,9.10,153.90,38.00,5.60,166.90,70.00,110.81,0.00,0.00,0.00,0.00,0.00,1726509.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69.63,0.00,0.00,0.00,0.00,0.00,1084965.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,90.99000000000001,86.01,92.69000000000001,87.62000000000002,92.05000000000001,87.02000000000001
10502-0006-1,fire tube,13.0,,22.0,NG,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,8.00,4514.56,81.40,256.00,1630.00,709.30,,8.00,6086.96,88.90,85.00,1630.00,337.57,229.74,50000.00,11.51,0.0,0.0,0.0,0.33,2.64,21.46,0.0,0.0,0.0,0.3,2.34,229.74,50000.00,7.77,0.0,0.0,0.0,0.33,1.13,18.14,0.0,0.0,0.0,0.3,1.0,338.55,50000.00,9.63,0.0,0.0,0.0,0.22,0.9,19.8,0.0,0.0,0.0,0.2,0.8,9.88,177.42,0.00,8.65,166.32,0.00,2.62,0.00,0.00,0.00,0.00,1.06,995789.0800000001,0.00,0.00,0.00,0.00,402044.27,30000.00,0.00,0.00,0.00,0.00,100000.00,1.329999999999999,0.00,0.00,0.00,0.08,1.24,508289.8700000001,0.00,0.00,0.00,29740.50,470440.68,0.00,0.00,0.00,0.00,0.00,120000.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,85.52,75.89999999999999,90.77000000000001,80.56,89.25,79.2
10502-0006-2,fire tube,13.0,,22.0,NG,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,8.00,3398.06,81.40,256.00,1630.00,533.68,,8.00,6280.19,88.90,85.00,1630.00,327.49,170.72,50000.00,9.59,0.0,0.0,0.0,0.42,2.67,19.76,0.0,0.0,0.0,0.37,2.37,170.72,50000.00,7.73,0.0,0.0,0.0,0.42,1.52,18.11,0.0,0.0,0.0,0.37,1.35,333.65,50000.00,7.71,0.0,0.0,0.0,0.17,0.77,18.09,0.0,0.0,0.0,0.15,0.68,7.38,178.82,0.00,6.75,158.48,0.00,1.31,0.00,0.00,0.00,0.00,0.81,497643.91000000003,0.00,0.00,0.00,0.00,307683.33,0.00,0.00,0.00,0.00,0.00,100000.00,1.31,0.00,0.00,0.00,0.17,1.32,497530.54,0.00,0.00,0.00,66160.98,502823.47,0.00,0.00,0.00,0.00,0.00,120000.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,87.32,77.49999999999999,90.33,80.17,91.35000000000001,81.07999999999998
17099-0007-1,water tube,120.0,"Economizer, นำคอนเดนเสทกลับมาใช้",23.0,ถ่านหิน,Solid,  overfeed stoker (Traveling Grate) - Auto Feed,59579.27,83.89,,132.16,4.50,12.00,1163.78,61560.00,82.24,62727.88,132.43,3.00,12.00,1167.88,10687.59,24132.55,17.63,0.0,0.01,1.31,0.22,0.42,22.82,0.0,0.01,1.26,0.21,0.41,10687.59,24132.55,15.13,0.0,0.0,1.31,0.22,0.42,20.42,0.0,0.0,1.26,0.21,0.41,11000.00,24132.55,14.15,0.0,0.02,1.31,0.18,0.4,19.47,0.0,0.02,1.26,0.17,0.38,9.66,243.86,15.20,7.32,239.11,48.74,1310.30,0.00,5.24,0.00,0.00,0.00,6651589.699999999,0.00,26606.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.919999999999845,0.00,-5.18,0.00,20.73,10.37,9156005.639999999,0.00,-26310.36,0.00,105241.44,52620.72,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,80.41,75.29,82.92,77.7,83.93999999999998,78.7
17099-0007-2,water tube,120.0,"Economizer, นำคอนเดนเสทกลับมาใช้",23.0,ถ่านหิน,Solid,  overfeed stoker (Traveling Grate) - Auto Feed,61709.00,83.63,,132.52,4.50,12.00,1072.35,63540.00,82.30,64615.20,132.99,3.00,12.00,1075.20,12500.00,24132.55,19.06,0.0,0.07,1.31,0.14,0.32,24.2,0.0,0.06,1.26,0.13,0.31,12500.00,24132.55,14.38,0.0,0.06,1.31,0.14,0.32,19.69,0.0,0.06,1.26,0.13,0.31,12310.00,24132.55,18.64,0.0,0.04,1.31,0.18,0.33,23.8,0.0,0.04,1.26,0.17,0.31,11.02,240.86,87.80,10.51,236.67,54.54,2434.22,0.00,5.19,0.00,0.00,0.00,12357062.21,0.00,26347.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.98999999999998,0.00,16.26,0.00,-21.67,-5.42,1182788.23,0.00,82520.11,0.00,-110026.81,-27506.70,0.00,0.00,0.00,15.06,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,79.10000000000001,74.03999999999999,83.79,78.55,79.49999999999999,74.41999999999999
22199-0041-1,water tube,15.0,Economizer,6.0,กะลาปาล์ม,Solid,  overfeed stoker (Traveling Grate) - Auto Feed,,8.70,5984.30,50.00,136.00,1318.00,892.97,,8.70,5459.45,50.00,135.00,2743.07,300.42,1413.93,17408.09,35.66,0.0,0.54,0.46,0.26,2.52,44.44,0.0,0.5,0.43,0.24,2.37,1413.93,17408.09,21.84,0.0,0.0,0.46,0.26,0.7,31.45,0.0,0.0,0.43,0.24,0.66,1298.43,17408.09,16.17,0.0,0.36,0.48,0.28,0.92,26.13,0.0,0.33,0.45,0.27,0.86,13.80,270.00,430.00,13.54,142.88,296.50,264.12,0.00,10.33,0.00,0.00,34.81,2876678.0700000003,0.00,112484.15,0.00,0.00,379113.26,300000.00,0.00,0.00,0.00,0.00,0.00,349.52000000000004,0.00,3.23,-0.36,-0.36,28.71,3806769.7800000003,0.00,35175.49,-3908.39,-3908.39,312671.03,300000.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,60.56,52.02,76.74,67.22,81.78999999999999,71.96000000000001
10301-0008-1,water tube,10.0,,3.0,น้ำมันเตา,Liquid,แบบใช้ไอน้ำ หรืออากาศ (Steam or Air Atomized)  ,2186.40,8.00,2871.40,34.20,32.00,1121.80,685.00,2186.40,8.00,2871.40,31.50,32.00,1121.80,685.00,390.00,43347.33,8.16,0.0,0.0,0.0,0.26,0.54,13.63,0.0,0.0,0.0,0.24,0.51,390.00,43325.65,8.14,0.0,0.0,0.0,0.26,0.54,13.61,0.0,0.0,0.0,0.24,0.51,341.25,43325.65,7.44,0.0,0.0,0.0,0.29,0.67,12.96,0.0,0.0,0.0,0.28,0.63,6.64,180.70,1.25,5.50,178.70,1.40,0.21,0.00,0.00,0.00,0.00,0.00,3087.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.579999999999998,0.00,0.00,0.00,-0.36,-1.55,121083.53,0.00,0.00,0.00,-5045.15,-21862.33,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.03999999999999,85.62,91.05999999999999,85.64,91.6,86.13
10301-0008-2,water tube,6.0,,17.0,น้ำมันเตา C,Liquid,แบบใช้ไอน้ำ หรืออากาศ (Steam or Air Atomized)  ,1844.80,7.90,1800.00,32.70,34.00,337.80,55.17,1844.80,7.90,2871.40,34.20,34.00,337.80,55.17,222.50,43325.65,9.71,0.0,0.0,0.0,0.26,0.12,15.09,0.0,0.0,0.0,0.25,0.11,222.50,43325.65,9.22,0.0,0.0,0.0,0.26,0.12,14.63,0.0,0.0,0.0,0.25,0.11,222.50,43325.65,8.24,0.0,0.0,0.0,0.45,0.12,13.71,0.0,0.0,0.0,0.43,0.11,7.41,199.70,10.25,5.20,197.20,1.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,89.90999999999998,84.55,90.39999999999999,85.01,91.19,85.74999999999999
10212-1019-1,fire tube,5.0,Oil Heater,4.0,น้ำมันเตา C,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,3360.00,7.70,,74.40,309.00,3244.00,444.88,3954.78,7.67,4339.32,68.13,257.00,3646.00,384.54,265.00,43281.11,12.67,0.0,0.0,0.0,0.23,1.65,17.82,0.0,0.0,0.0,0.21,1.56,265.00,43281.11,9.63,0.0,0.0,0.0,0.23,1.35,14.97,0.0,0.0,0.0,0.21,1.27,302.87,43281.11,12.25,0.0,0.0,0.0,0.16,1.33,17.43,0.0,0.0,0.0,0.15,1.25,3.36,300.60,5.00,2.90,307.63,3.80,54.62,0.00,0.00,0.00,0.00,5.39,1002881.5499999999,0.00,0.00,0.00,0.00,98968.58,0.00,0.00,0.00,0.00,0.00,0.00,7.70,0.00,0.00,0.00,1.28,5.86,141312.87000000005,0.00,0.00,0.00,23552.16,107667.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,85.44999999999999,80.41000000000001,88.79,83.55000000000001,86.26,81.16999999999999
10112-0003-1,fire tube,3.0,นำคอนเดนเสทกลับมาใช้,14.0,LPG,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,6.51,1808.00,56.80,406.00,512.00,141.00,,5.80,1965.00,80.00,1379.00,13730.00,197.35,106.78,50150.00,10.55,0.0,0.0,0.0,0.37,1.28,17.85,0.0,0.0,0.0,0.34,1.17,106.78,50150.00,5.44,0.0,0.0,0.0,0.37,0.2,13.16,0.0,0.0,0.0,0.34,0.19,94.71,50150.00,8.98,0.0,0.0,0.0,0.68,1.61,16.41,0.0,0.0,0.0,0.62,1.48,7.30,208.00,0.00,4.20,214.70,0.00,13.92,0.00,0.00,0.00,0.00,2.94,305924.41000000003,0.00,0.00,0.00,0.00,64657.24,0.00,0.00,0.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,-0.89,-0.95,98879.87,0.00,0.00,0.00,-19524.06,-20783.68,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,87.8,80.64,93.99,86.31,88.72999999999999,81.49
11011-0004-2,fire tube,10.96,"นำคอนเดนเสทกลับมาใช้, Oil Heater",34.0,น้ำมันเตา C,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,3919.33,7.00,4666.67,98.00,5.50,910.00,28.21,4950.00,7.00,4950.00,98.00,7.47,718.50,51.46,289.84,43202.51,8.26,0.0,0.0,0.0,0.15,0.06,13.65,0.0,0.0,0.0,0.14,0.06,289.84,43202.51,6.65,0.0,0.0,0.0,0.15,0.0,12.13,0.0,0.0,0.0,0.14,0.0,309.24,44087.00,8.08,0.0,0.0,0.0,0.14,0.11,13.37,0.0,0.0,0.0,0.13,0.1,6.62,177.31,0.00,5.72,186.53,0.00,12.389999999999999,0.00,0.00,0.00,0.00,0.46,185207.46999999997,0.00,0.00,0.00,0.00,6902.14,0.00,0.00,0.00,0.00,10000.00,0.00,1.4,0.00,0.00,0.00,0.08,-0.38,20698.14,0.00,0.00,0.00,1149.90,-5749.49,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.52999999999999,86.14999999999999,93.19999999999999,87.73,91.67,86.4
10211-0003-1,fire tube,10.0,,50.0,ก๊าซธรรมชาติ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,10.00,2889.74,44.60,282.00,3200.00,254.65,2805.21,8.50,3486.24,40.00,210.00,1075.00,681.03,208.21,45095.48,14.08,0.0,0.04,0.0,1.09,1.78,24.79,0.0,0.04,0.0,0.96,1.56,208.21,45095.48,14.08,0.0,0.04,0.0,1.09,1.78,24.79,0.0,0.04,0.0,0.96,1.56,530.52,45095.48,33.64,0.0,0.02,0.0,0.9,3.93,58.47,0.0,0.01,0.0,0.56,2.46,3.22,263.20,108.00,4.50,210.20,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-98115.91999999993,0.00,-1007.79,0.00,-9574.01,108337.44,-1279846666.83,0.00,-13126632.48,0.00,-124703008.56,1411112991.57,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,83.00999999999999,72.65,83.00999999999999,72.65,61.51,38.5
10211-0003-2,fire tube,6.0,,23.0,ก๊าซธรรมชาติ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,1503.67,10.00,1631.46,44.60,282.00,3600.00,127.79,1310.74,8.50,1661.83,40.00,210.00,994.00,351.09,163.20,45095.48,15.65,0.0,0.07,0.0,0.8,1.14,26.17,0.0,0.06,0.0,0.7,1.0,163.20,45095.48,15.65,0.0,0.07,0.0,0.8,1.14,26.17,0.0,0.06,0.0,0.7,1.0,252.89,45095.48,19.63,0.0,0.05,0.0,0.44,1.98,29.66,0.0,0.04,0.0,0.39,1.73,9.07,209.40,108.00,12.29,197.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2987.8300000000017,0.00,-127.14,0.00,-2288.55,5339.94,-38916901.75,0.00,-1656038.37,0.00,-29808690.62,69553611.44,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,82.34,72.07,82.34,72.07,77.9,68.17999999999999
10742-0008-1,hybrid,20.0,"Economizer, นำคอนเดนเสทกลับมาใช้",3.0,ถ่านหินบิทูมินัส ,Solid,  overfeed stoker (Step/pushing/dumping Grate Stoker),7183.08,9.50,7183.08,114.00,10.00,3120.00,23.02,11666.67,9.30,11666.67,115.00,10.20,2138.40,55.65,1274.40,24010.90,12.93,0.0,0.06,6.53,0.34,0.02,20.04,0.0,0.06,6.16,0.32,0.02,1274.40,24010.90,10.75,0.0,0.04,6.53,0.27,0.02,17.98,0.0,0.04,6.16,0.25,0.02,1836.89,24010.90,11.95,0.0,0.05,6.53,0.33,0.04,19.11,0.0,0.05,6.16,0.31,0.03,9.37,182.95,94.25,8.43,181.41,86.10,95.86,0.00,0.88,0.00,3.08,0.00,457221.94,0.00,4194.70,0.00,14681.44,0.00,12000.00,0.00,0.00,0.00,0.00,0.00,43.17999999999999,0.00,0.45,0.00,0.45,-0.89,206020.61,0.00,2123.92,0.00,2123.92,-4247.85,0.00,0.00,0.00,0.00,0.00,0.00,กะลาปาล์ม,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,80.11999999999999,73.40000000000002,82.39,75.55,81.1,74.34
