BoilerID,BoilerType,Capacity,ImprovementTech,LifeTime,FuelName,FuelType,Burner,steam_productivity_bef,steam_pressure_bef,feedwater_rate_bef,feedwater_temp_bef,TDS_feed_bef,TDS_blowdown_bef,blowdown_bef,steam_productivity_aft,steam_pressure_aft,feedwater_rate_aft,feedwater_temp_aft,TDS_feed_aft,TDS_blowdown_aft,blowdown_aft,FuelFlowRate_bef[kg/hr],HHV_DB_bef[kJ/kg],L1LHV_bef,L2LHV_bef,L3LHV_bef,L4LHV_bef,L5LHV_bef,L6LHV_bef,L1HHV_bef,L2HHV_bef,L3HHV_bef,L4HHV_bef,L5HHV_bef,L6HHV_bef,FuelFlowRate_pot[kg/hr],HHV_DB_pot[kJ/kg],L1LHV_pot,L2LHV_pot,L3LHV_pot,L4LHV_pot,L5LHV_pot,L6LHV_pot,L1HHV_pot,L2HHV_pot,L3HHV_pot,L4HHV_pot,L5HHV_pot,L6HHV_pot,FuelFlowRate_aft[kg/hr],HHV_DB_aft[kJ/kg],L1LHV_aft,L2LHV_aft,L3LHV_aft,L4LHV_aft,L5LHV_aft,L6LHV_aft,L1HHV_aft,L2HHV_aft,L3HHV_aft,L4HHV_aft,L5HHV_aft,L6HHV_aft,me_o2_bef,me_tg_bef,me_co_bef,me_o2_aft,me_tg_aft,me_co_aft,L1_toe_pot,L2_toe_pot,L3_toe_pot,L4_toe_pot,L5_toe_pot,L6_toe_pot,L1_save_pot,L2_save_pot,L3_save_pot,L4_save_pot,L5_save_pot,L6_save_pot,L1_inv_pot,L2_inv_pot,L3_inv_pot,L4_inv_pot,L5_inv_pot,L6_inv_pot,L1_toe_aft,L2_toe_aft,L3_toe_aft,L4_toe_aft,L5_toe_aft,L6_toe_aft,L1_save_aft,L2_save_aft,L3_save_aft,L4_save_aft,L5_save_aft,L6_save_aft,L1_inv_aft,L2_inv_aft,L3_inv_aft,L4_inv_aft,L5_inv_aft,L6_inv_aft,s2_fueltype,s2_fts_bef,s2_qts_bef,s2_qtstoe_bef,s2_cts_bef,s2_c_bef,s2_pb_bef,s2_fts_aft,s2_qts_aft,s2_qtstoe_aft,s2_cts_aft,s2_c_aft,s2_pb_aft,s8_fueltype,s8_fts_bef,s8_qts_bef,s8_qtstoe_bef,s8_cts_bef,s8_c_bef,s8_pb_bef,s8_fts_aft,s8_qts_aft,s8_qtstoe_aft,s8_cts_aft,s8_c_aft,s8_pb_aft,s9_fueltype,s9_fts_bef,s9_qts_bef,s9_qtstoe_bef,s9_cts_bef,s9_c_bef,s9_pb_bef,s9_fts_aft,s9_qts_aft,s9_qtstoe_aft,s9_cts_aft,s9_c_aft,s9_pb_aft,IndirectEFF_LHV_bef_[%],IndirectEFF_HHV_bef_[%],IndirectEFF_LHV_pot_[%],IndirectEFF_HHV_pot_[%],IndirectEFF_LHV_aft_[%],IndirectEFF_HHV_aft_[%]
11042-0007-2,once through,2.0,"Economizer, นำคอนเดนเสทกลับมาใช้",5.0,Biogas,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,,7.80,1359.00,85.50,92.00,1449.00,86.28,,7.80,1350.00,85.50,95.00,1460.00,86.28,195.80,20350.00,16.26,0.0,0.0,0.0,0.16,0.89,27.84,0.0,0.0,0.0,0.14,0.77,195.80,20350.00,11.44,0.0,0.0,0.0,0.16,0.89,23.68,0.0,0.0,0.0,0.14,0.77,192.20,20350.00,14.65,0.0,0.0,0.0,0.16,0.91,26.44,0.0,0.0,0.0,0.14,0.78,10.10,182.00,8.00,8.91,181.00,4.00,19.31,0.00,0.00,0.00,0.00,0.00,69770.64,0.00,0.00,0.00,0.00,0.00,35000.00,0.00,0.00,0.00,0.00,0.00,6.68,0.00,0.00,0.00,0.00,-0.08,24148.850000000002,0.00,0.00,0.00,0.00,-299.99,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,82.69,71.25,87.51,75.41,84.28,72.64
11042-0004-1,fire tube,6.0,"นำคอนเดนเสทกลับมาใช้, Oil Heater",26.0,น้ำมันเตา C,Liquid,แบบใช้แรงเหวี่ยงของถ้วยหมุน (Rotary Cup)  ,,7.00,1494.80,87.00,90.00,2776.00,113.37,,7.00,2841.84,87.00,79.00,1042.00,113.37,103.50,43193.79,15.58,0.0,0.55,0.0,1.88,0.89,20.19,0.0,0.52,0.0,1.77,0.84,103.50,43192.79,6.56,0.0,0.01,0.0,0.86,0.3,11.66,0.0,0.01,0.0,0.81,0.28,197.50,43193.79,13.93,0.0,0.01,0.0,0.49,0.46,18.63,0.0,0.01,0.0,0.47,0.44,12.78,203.40,679.28,9.67,235.00,19.68,90.68,0.00,5.42,0.00,10.24,5.93,1707384.7,0.00,102102.74,0.00,192860.74,111556.70,30000.00,0.00,30000.00,0.00,30000.00,0.00,18.07,0.00,5.88,0.00,15.13,4.68,340224.14,0.00,110675.38,0.00,284886.63,88130.39,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,81.10000000000001,76.68,92.27,87.24,85.11,80.45
11042-0004-3,fire tube,6.0,"นำคอนเดนเสทกลับมาใช้, Oil Heater",18.0,น้ำมันเตา C,Liquid,แบบใช้แรงเหวี่ยงของถ้วยหมุน (Rotary Cup)  ,0.00,7.00,2629.71,92.00,90.00,3862.00,199.45,,7.88,1857.00,74.00,63.00,945.00,123.80,173.68,43193.79,10.82,0.0,0.65,0.0,0.38,0.87,15.69,0.0,0.61,0.0,0.36,0.82,173.68,43193.79,6.63,0.0,0.0,0.0,0.24,0.26,11.73,0.0,0.0,0.0,0.23,0.25,130.58,43193.79,9.71,0.0,0.56,0.0,0.36,0.94,14.64,0.0,0.53,0.0,0.34,0.89,7.91,218.60,1292.89,7.20,202.39,1177.90,41.760000000000005,0.00,6.48,0.00,1.40,6.08,786353.8000000002,0.00,121988.06,0.00,26274.35,114481.11,30000.00,0.00,0.00,0.00,30000.00,0.00,11.63,0.00,0.94,0.00,0.21,-0.73,219033.06999999998,0.00,17759.44,0.00,3946.54,-13812.90,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,87.28,82.52000000000001,92.87,87.78999999999999,88.42999999999999,83.6
23922-0009-1,water tube,16.0,Economizer,14.0,ก๊าซธรรมชาติ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,10500.00,11.50,10500.00,100.00,150.00,1350.00,23.60,5600.00,11.50,5600.00,100.00,96.00,1260.00,21.20,580.23,50000.00,11.34,0.0,0.0,0.0,0.23,0.03,23.3,0.0,0.0,0.0,0.19,0.03,580.23,50000.00,10.69,0.0,0.0,0.0,0.23,0.03,22.75,0.0,0.0,0.0,0.19,0.03,301.63,51350.00,13.56,0.0,0.0,0.0,0.41,0.05,24.92,0.0,0.0,0.0,0.35,0.05,4.50,210.00,17.30,2.90,269.60,16.00,53.75,0.00,0.00,0.00,0.00,0.00,685243.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-4428.310000000005,0.00,0.00,0.00,3790.05,421.12,-56361269.879999995,0.00,0.00,0.00,48309659.85,5367739.98,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,88.39999999999999,76.48,89.05,77.03,85.98,74.68
23922-0009-2,water tube,16.0,Economizer,14.0,ก๊าซธรรมชาติ,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,6500.00,11.50,6500.00,100.00,89.00,1450.00,20.30,11490.00,11.50,11490.00,100.00,86.00,1290.00,22.60,382.37,50000.00,18.19,0.0,0.0,0.0,0.36,0.04,29.24,0.0,0.0,0.0,0.31,0.03,382.37,50000.00,13.02,0.0,0.03,0.0,0.36,0.0,24.76,0.0,0.03,0.0,0.31,0.0,657.24,50000.00,13.0,0.0,0.03,0.0,0.19,0.02,24.74,0.0,0.03,0.0,0.16,0.02,7.39,270.00,0.00,1.40,269.60,100.00,20.53,0.00,-0.12,0.00,0.00,0.16,261703.27999999994,0.00,-1518.59,0.00,0.00,2024.78,30000.00,0.00,0.00,0.00,0.00,0.00,20.560000000000002,0.00,-0.12,0.00,0.67,0.08,262024.15999999997,0.00,-1514.59,0.00,8582.68,1009.73,30000.00,30000.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,81.41,70.42,86.59,74.89999999999999,86.76,75.05000000000001
10801-0038-1,hybrid,8.0,"นำคอนเดนเสทกลับมาใช้, Economizer",1.0,ซังข้าวโพด ไม้สับ,Solid,  underfeed stoker,3334.06,7.00,3350.00,50.00,90.80,2710.00,15.94,3334.00,7.00,3350.00,50.00,90.80,2710.00,15.94,950.00,19217.00,14.56,0.0,1.2,0.26,0.43,0.07,28.7,0.0,1.15,0.25,0.41,0.07,950.00,19217.00,9.11,0.0,0.71,0.26,0.28,0.07,23.49,0.0,0.67,0.25,0.27,0.07,950.00,19217.00,14.56,0.0,0.6,0.17,0.43,0.07,28.69,0.0,0.58,0.16,0.41,0.07,13.94,162.17,1327.44,13.94,162.00,668.00,255.64000000000001,0.00,22.98,0.00,7.04,0.00,1312763.47,0.00,118028.28,0.00,36131.10,0.00,0.00,0.00,0.00,0.00,20000.00,0.00,0.00,0.00,29.63,4.44,0.00,0.00,0.00,0.00,152168.47,22825.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,83.47999999999999,69.42,89.57000000000001,75.25000000000001,84.17,70.09000000000002
29309-1130-1,once through,2.0,นำคอนเดนเสทกลับมาใช้,2.0,LPG,Gas, แบบผสมเชื้อเพลิงกับอากาศก่อนป้อนเข้าเผาไหม้ (Pre-mix Burner) ,321.65,8.00,,95.00,321.00,1551.00,100.00,321.65,8.00,321.65,101.00,193.00,1600.00,66.56,16.72,54906.00,16.37,0.0,0.03,0.0,0.04,1.8,24.25,0.0,0.03,0.0,0.04,1.63,16.72,54906.00,7.3,0.0,0.01,0.0,0.04,0.53,16.04,0.0,0.01,0.0,0.04,0.48,16.72,54906.00,7.04,0.0,0.03,0.0,0.01,1.19,15.8,0.0,0.02,0.0,0.01,1.08,14.13,188.02,37.60,3.78,191.30,87.31,5.73,0.00,0.01,0.00,0.00,0.80,95753.95,0.00,210.91,0.00,0.00,13392.90,20000.00,0.00,0.00,0.00,0.00,10000.00,5.910000000000001,0.00,0.00,0.00,0.02,0.39,98887.79,0.00,0.00,0.00,317.63,6458.42,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,81.75999999999999,74.05,92.11999999999999,83.42999999999999,91.72999999999999,83.09
35101-1118-1,water tube,50.0,"Economizer, Air Heater",3.0,เศษไม้ยางพาราสับ,Solid,  overfeed stoker (Step/pushing/dumping Grate Stoker),48705.88,56.43,49656.00,115.00,0.60,40.00,306.20,48700.00,56.21,49000.00,115.00,0.60,40.00,306.20,16600.00,19230.00,6.07,1.16,0.02,0.05,0.68,0.11,20.47,1.11,0.01,0.05,0.65,0.11,16600.00,19230.00,5.67,1.16,0.01,0.05,0.68,0.11,20.1,1.11,0.01,0.05,0.65,0.11,16600.00,19230.00,5.69,1.16,0.01,0.05,0.68,0.11,20.11,1.11,0.01,0.05,0.65,0.1,6.23,134.90,47.31,5.61,132.00,47.53,173.92000000000002,0.00,4.35,0.00,0.00,0.00,659992.37,0.00,16499.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.79999999999998,0.00,4.36,0.00,0.00,0.00,629185.03,0.00,16557.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.91000000000001,77.6,92.32,77.97,92.3,77.97
10212-1005-1,fire tube,3.0,นำคอนเดนเสทกลับมาใช้,12.0,น้ำมันเตา ชนิด C,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,1300.00,6.50,1300.00,40.00,102.00,766.00,19.20,800.00,6.50,800.00,40.00,76.00,463.00,21.50,122.50,41700.00,8.09,0.0,0.09,0.0,0.27,0.1,14.04,0.0,0.08,0.0,0.25,0.09,122.50,41700.00,7.68,0.0,0.08,0.0,0.27,0.1,13.65,0.0,0.08,0.0,0.25,0.09,63.00,41700.00,6.72,0.0,0.06,0.0,0.54,0.45,12.76,0.0,0.06,0.0,0.5,0.42,4.80,191.00,223.00,2.30,182.00,184.00,0.94,0.00,0.02,0.00,0.00,0.00,17913.63,0.00,436.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,0.00,0.07,0.00,-0.62,-0.81,60164.68,0.00,1317.48,0.00,-11857.30,-15370.57,0.00,0.00,0.00,0.00,0.00,0.00,น้ำมันเตา C,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.45,85.54,91.87,85.92999999999999,92.22999999999999,86.25999999999999
10212-1005-2,fire tube,3.0,"นำคอนเดนเสทกลับมาใช้, Economizer",12.0,น้ำมันเตา ชนิด C,Liquid,แบบใช้ความดันน้ำมัน (Pressure Atomized)  ,650.00,6.50,550.00,40.00,85.00,560.00,22.40,700.00,6.50,450.00,100.00,74.00,562.00,19.90,61.25,41700.00,7.3,0.0,0.08,0.0,0.61,0.24,13.3,0.0,0.08,0.0,0.57,0.23,61.25,41700.00,6.54,0.0,0.03,0.0,0.61,0.24,12.59,0.0,0.03,0.0,0.57,0.23,52.50,41700.00,7.09,0.0,0.02,0.0,0.66,0.25,13.1,0.0,0.02,0.0,0.61,0.24,5.50,170.00,195.00,3.70,180.50,56.00,1.74,0.00,0.12,0.00,0.00,0.00,33287.700000000004,0.00,2189.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.00,0.13,0.00,-0.11,-0.02,8971.219999999998,0.00,2563.26,0.00,-2136.05,-427.21,0.00,0.00,0.00,0.00,0.00,0.00,น้ำมันเตา C,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.77000000000001,85.82000000000001,92.58,86.58,91.98,86.03000000000002
10501-0003-1,fire tube,14.0,"Economizer, นำคอนเดนเสทกลับมาใช้",25.0,ก๊าซธรรมชาติ,Gas, แบบผสมกันภายในหัวเผา (Nozzle-mix burner) ,,9.70,8583.00,110.00,40.00,1652.00,207.82,,9.70,8710.00,110.00,40.00,1450.00,207.82,535.20,47276.00,13.42,0.0,0.04,0.0,0.12,0.27,23.72,0.0,0.04,0.0,0.1,0.24,535.20,47276.00,9.7,0.0,0.0,0.0,0.12,0.27,20.44,0.0,0.0,0.0,0.1,0.24,530.00,47276.00,11.37,0.0,0.0,0.0,0.12,0.27,21.91,0.0,0.0,0.0,0.1,0.24,8.94,198.00,75.00,6.26,199.00,0.00,88.58,0.00,0.95,0.00,0.00,0.00,1213787.03,0.00,13051.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.58,0.00,0.97,0.00,0.00,0.00,679407.98,0.00,13256.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,86.14999999999999,75.9,89.91,79.22000000000001,88.24,77.75000000000001
10501-0003-2,fire tube,10.0,นำคอนเดนเสทกลับมาใช้,22.0,ก๊าซธรรมชาติ,Gas, แบบผสมกันภายในหัวเผา (Nozzle-mix burner) ,,8.80,5419.00,95.00,40.00,2148.00,100.91,,8.80,5710.00,95.00,40.00,2150.00,100.91,377.17,47276.00,15.3,0.0,0.03,0.0,0.19,0.21,25.38,0.0,0.03,0.0,0.17,0.19,377.17,47276.00,9.64,0.0,0.0,0.0,0.2,0.21,20.39,0.0,0.0,0.0,0.17,0.19,377.17,47276.00,10.84,0.0,0.0,0.0,0.19,0.21,21.45,0.0,0.0,0.0,0.17,0.19,10.60,195.00,52.00,6.10,194.00,0.00,66.48,0.00,0.35,0.00,-0.12,0.00,910872.83,0.00,4827.95,0.00,-1609.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.02,0.00,0.36,0.00,0.00,0.00,726674.9,0.00,4887.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,84.27000000000001,74.23,89.95,79.25,88.76,78.19
10722-0012-2,water tube,80.0,นำคอนเดนเสทกลับมาใช้,43.0,ชานอ้อย,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,69400.00,20.00,,94.65,50.00,459.00,6263.61,62000.00,21.01,,94.65,50.00,459.00,6263.61,28803.33,14983.28,47.2,0.0,0.37,0.0,0.31,0.81,52.12,0.0,0.33,0.0,0.28,0.74,28803.33,14983.28,29.63,0.0,0.22,0.0,0.03,0.1,36.19,0.0,0.2,0.0,0.03,0.09,25500.00,14983.28,29.02,0.0,0.22,0.0,0.35,0.92,35.64,0.0,0.2,0.0,0.31,0.83,17.30,234.86,180.00,15.00,225.60,180.00,6138.839999999999,0.00,52.38,0.00,97.77,247.93,28631883.71,0.00,244299.35,0.00,456025.45,1156350.25,0.00,0.00,0.00,0.00,500000.00,0.00,6.010000000000218,0.00,52.78,0.00,-14.08,-38.71,29838409.92,0.00,246191.50,0.00,-65651.07,-180540.43,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,51.309999999999995,46.53,70.02000000000001,63.489999999999995,69.49000000000001,63.019999999999996
10722-0012-3,water tube,80.0,นำคอนเดนเสทกลับมาใช้,43.0,ชานอ้อย,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,60200.00,20.00,,94.65,50.00,252.00,11785.71,67500.00,21.01,,94.65,50.00,252.00,11785.71,22023.75,14983.28,39.64,0.0,0.32,0.0,0.37,2.01,45.27,0.0,0.29,0.0,0.34,1.82,22023.75,14983.28,30.08,0.0,0.24,0.0,0.04,0.14,36.6,0.0,0.22,0.0,0.04,0.13,24500.00,14983.28,32.4,0.0,0.25,0.0,0.34,1.81,38.7,0.0,0.23,0.0,0.3,1.64,16.50,237.96,192.00,15.30,237.96,192.50,2571.24,0.00,21.52,0.00,88.76,502.95,11992432.760000002,0.00,100355.09,0.00,413964.73,2345800.13,0.00,0.00,0.00,0.00,500000.00,0.00,-84.03999999999996,0.00,20.08,0.00,8.60,57.36,9671899.15,0.00,93642.18,0.00,40132.36,267549.08,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,57.660000000000004,52.279999999999994,69.5,63.01,65.19999999999999,59.13
10722-0012-4,water tube,80.0,นำคอนเดนเสทกลับมาใช้,43.0,ชานอ้อย,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,73200.00,20.00,,94.65,50.00,306.00,10277.77,72800.00,21.01,,94.65,50.00,306.00,10277.77,27706.25,14983.28,42.55,0.0,0.42,0.0,0.28,1.39,47.91,0.0,0.38,0.0,0.25,1.26,27706.25,14983.28,25.27,0.0,0.24,0.0,0.03,0.12,32.24,0.0,0.22,0.0,0.03,0.11,27500.00,14983.28,27.08,0.0,0.24,0.0,0.28,1.4,33.88,0.0,0.21,0.0,0.25,1.27,17.50,205.86,195.00,14.80,218.70,195.00,5467.739999999999,0.00,56.96,0.00,79.10,401.85,25501826.07,0.00,265644.02,0.00,368950.03,1874266.15,0.00,0.00,0.00,0.00,500000.00,0.00,-51.30999999999949,0.00,59.62,0.00,0.00,-3.31,23897023.69,0.00,278051.99,0.00,0.00,-15447.33,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,55.36,50.2,74.34,67.39999999999999,71.0,64.39000000000001
10774-0009-1,fire tube,17.5,"Air Heater, Economizer, นำคอนเดนเสทกลับมาใช้",10.0,แกลบ,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,14275.00,13.80,14300.00,136.50,1.60,547.00,41.83,15200.00,13.71,15230.00,138.50,2.00,1027.00,29.66,2745.00,17156.17,8.36,0.0,0.19,1.79,0.2,0.02,15.96,0.0,0.18,1.68,0.19,0.02,2745.00,17156.17,6.07,0.0,0.11,1.8,0.2,0.0,13.44,0.0,0.1,1.68,0.19,0.0,2900.00,17156.17,6.51,0.0,0.05,1.79,0.19,0.01,14.22,0.0,0.05,1.68,0.18,0.01,11.00,152.00,337.00,8.00,153.66,126.00,216.13,0.00,7.38,-0.92,0.00,1.85,988143.4400000001,0.00,34520.29,-4315.04,0.00,8630.07,0.00,0.00,0.00,0.00,0.00,0.00,170.95000000000002,0.00,12.94,0.00,0.92,0.92,799247.86,0.00,60483.62,0.00,4320.26,4320.26,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,89.44,81.96999999999998,91.82000000000001,84.59,91.44999999999999,83.85999999999999
10774-0009-2,fire tube,17.5,"Air Heater, Economizer, นำคอนเดนเสทกลับมาใช้",10.0,แกลบ,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,16556.76,13.24,16583.33,144.70,1.60,546.00,48.60,15750.00,13.56,15775.00,146145.50,2.00,1030.00,24.50,3171.54,17156.17,6.75,0.0,0.14,1.62,0.27,0.02,14.07,0.0,0.13,1.51,0.26,0.01,3171.54,17156.17,12.21,0.0,0.12,1.62,0.27,0.0,19.19,0.0,0.11,1.51,0.26,0.0,3000.00,17156.17,6.62,0.0,0.07,1.62,0.29,0.01,13.96,0.0,0.07,1.51,0.27,0.01,8.70,150.00,316.00,7.90,156.90,177.00,1475.350000000035,0.00,-983.57,0.00,0.00,-983.57,6750592.619999886,0.00,-4500395.09,0.00,0.00,-4500395.09,0.00,0.00,0.00,0.00,0.00,0.00,10.649999999999999,0.00,5.73,0.00,-1.64,0.82,48721.80,0.00,26234.81,0.00,-7495.66,3747.83,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,91.2,84.02,85.77999999999999,78.92999999999999,91.38999999999999,84.17999999999999
10774-0009-3,fire tube,17.5,"Air Heater, Economizer, นำคอนเดนเสทกลับมาใช้",10.0,แกลบ,Solid,  overfeed stoker (Fixed/Inclined Grate) - Auto Feed,16481.11,13.69,16500.00,136.00,1.60,1024.00,25.78,15489.61,13.91,15574.00,142.00,2.00,1058.00,23.55,3140.42,17156.17,12.63,0.0,0.21,1.32,0.17,0.01,19.58,0.0,0.19,1.24,0.16,0.01,3140.42,17156.17,11.15,0.0,0.09,1.32,0.17,0.0,18.19,0.0,0.08,1.24,0.16,0.0,2900.00,17156.17,6.71,0.0,0.04,1.31,0.19,0.01,14.41,0.0,0.04,1.23,0.18,0.01,14.50,149.50,237.00,7.70,156.00,102.00,138.51000000000002,0.00,11.23,0.00,0.00,0.94,633781.58,0.00,51387.70,0.00,0.00,4282.31,0.00,0.00,0.00,0.00,0.00,0.00,516.28,0.00,15.16,0.89,-1.78,0.00,2415249.92,0.00,69356.84,4079.81,-8159.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,85.66000000000001,78.82000000000001,87.27,80.33000000000001,91.74,84.12999999999998
